wave,cl5_398645626ccs_f0030004ccam02013p3,cl5_398646038ccs_f0030004ccam03013p3
302.83499,3390000000.0,6560000000.0
302.883,-321000000.0,4640000000.0
302.931,2820000000.0,4400000000.0
302.979,17100000000.0,6840000000.0
303.02701,58800000000.0,15900000000.0
303.07401,85100000000.0,24800000000.0
303.12201,67900000000.0,22800000000.0
303.17001,66700000000.0,23300000000.0
303.21799,77300000000.0,27300000000.0
303.26599,43600000000.0,18200000000.0
303.314,8880000000.0,7680000000.0
303.362,185000000.0,4930000000.0
303.41,2210000000.0,5640000000.0
303.457,3010000000.0,5500000000.0
303.505,3950000000.0,5200000000.0
303.55301,5470000000.0,4840000000.0
303.60101,7130000000.0,4360000000.0
303.64899,4910000000.0,4690000000.0
303.69699,10100000000.0,6590000000.0
303.74399,81200000000.0,29100000000.0
303.79199,231000000000.0,78400000000.0
303.84,212000000000.0,75300000000.0
303.888,84100000000.0,31200000000.0
303.936,21300000000.0,9940000000.0
303.983,5750000000.0,4760000000.0
304.03101,4110000000.0,3840000000.0
304.07901,18200000000.0,8120000000.0
304.12701,34000000000.0,11300000000.0
304.17499,37600000000.0,13200000000.0
304.22198,65500000000.0,21300000000.0
304.26999,88100000000.0,28500000000.0
304.31799,79400000000.0,27800000000.0
304.366,58400000000.0,22100000000.0
304.41299,32300000000.0,15200000000.0
304.45999,22800000000.0,11900000000.0
304.508,25600000000.0,11800000000.0
304.55701,36400000000.0,15300000000.0
304.603,32800000000.0,15000000000.0
304.65201,30800000000.0,14700000000.0
304.70001,49500000000.0,20100000000.0
304.74799,96600000000.0,36200000000.0
304.79501,236000000000.0,84500000000.0
304.84299,300000000000.0,109000000000.0
304.89099,171000000000.0,65900000000.0
304.93799,64900000000.0,27800000000.0
304.98599,31700000000.0,15500000000.0
305.034,25600000000.0,11000000000.0
305.082,27600000000.0,8440000000.0
305.129,22400000000.0,6330000000.0
305.177,8100000000.0,3770000000.0
305.22501,466000000.0,2690000000.0
305.272,-3330000000.0,2350000000.0
305.32001,2410000000.0,3750000000.0
305.36801,18000000000.0,7350000000.0
305.41501,34300000000.0,9330000000.0
305.46301,38900000000.0,9000000000.0
305.51099,36400000000.0,8060000000.0
305.55801,39500000000.0,10200000000.0
305.60599,42900000000.0,13000000000.0
305.65399,53300000000.0,14100000000.0
305.70099,69300000000.0,16900000000.0
305.74899,156000000000.0,41500000000.0
305.79599,317000000000.0,89300000000.0
305.84399,319000000000.0,92500000000.0
305.892,256000000000.0,81500000000.0
305.939,239000000000.0,77600000000.0
305.987,287000000000.0,97600000000.0
306.034,176000000000.0,61900000000.0
306.082,69600000000.0,26600000000.0
306.13,26300000000.0,13000000000.0
306.177,12600000000.0,9280000000.0
306.22501,26400000000.0,14700000000.0
306.272,63700000000.0,29000000000.0
306.32001,64600000000.0,29700000000.0
306.36801,40600000000.0,18700000000.0
306.41501,27900000000.0,11100000000.0
306.46301,26800000000.0,9160000000.0
306.51001,23300000000.0,7810000000.0
306.55801,25200000000.0,9090000000.0
306.60501,44300000000.0,12500000000.0
306.65302,149000000000.0,25000000000.0
306.70001,244000000000.0,38700000000.0
306.74799,261000000000.0,54900000000.0
306.79501,239000000000.0,66900000000.0
306.84299,146000000000.0,46400000000.0
306.89001,58000000000.0,22500000000.0
306.93701,20800000000.0,10300000000.0
306.98401,10300000000.0,5900000000.0
307.03201,7110000000.0,5540000000.0
307.07901,10300000000.0,5910000000.0
307.12701,21200000000.0,8140000000.0
307.17499,44000000000.0,12300000000.0
307.22299,86600000000.0,18200000000.0
307.26999,144000000000.0,25200000000.0
307.31799,220000000000.0,33900000000.0
307.36499,259000000000.0,38200000000.0
307.41299,174000000000.0,27700000000.0
307.45999,120000000000.0,17900000000.0
307.508,109000000000.0,20600000000.0
307.55499,268000000000.0,44700000000.0
307.603,413000000000.0,73200000000.0
307.64999,329000000000.0,72000000000.0
307.69699,178000000000.0,50300000000.0
307.745,134000000000.0,50200000000.0
307.79199,127000000000.0,51700000000.0
307.84,147000000000.0,52300000000.0
307.88699,347000000000.0,66200000000.0
307.93399,515000000000.0,88100000000.0
307.98199,374000000000.0,69200000000.0
308.02899,174000000000.0,39700000000.0
308.077,98700000000.0,26700000000.0
308.12399,80000000000.0,23700000000.0
308.17099,102000000000.0,26600000000.0
308.21899,345000000000.0,64400000000.0
308.26599,839000000000.0,147000000000.0
308.314,893000000000.0,161000000000.0
308.36099,509000000000.0,101000000000.0
308.40799,277000000000.0,67600000000.0
308.45599,197000000000.0,58600000000.0
308.50299,143000000000.0,48600000000.0
308.54901,118000000000.0,44200000000.0
308.59698,151000000000.0,58800000000.0
308.64401,262000000000.0,98800000000.0
308.69101,387000000000.0,142000000000.0
308.73901,399000000000.0,150000000000.0
308.78699,391000000000.0,143000000000.0
308.83401,606000000000.0,140000000000.0
308.88199,714000000000.0,138000000000.0
308.92899,463000000000.0,95400000000.0
308.97601,282000000000.0,66300000000.0
309.02399,213000000000.0,54200000000.0
309.07101,155000000000.0,44800000000.0
309.11801,127000000000.0,38800000000.0
309.16599,139000000000.0,42100000000.0
309.21301,199000000000.0,55100000000.0
309.26001,465000000000.0,100000000000.0
309.30701,1300000000000.0,238000000000.0
309.35501,1840000000000.0,342000000000.0
309.40201,1340000000000.0,277000000000.0
309.44901,767000000000.0,190000000000.0
309.496,409000000000.0,120000000000.0
309.54401,235000000000.0,80200000000.0
309.591,159000000000.0,57800000000.0
309.638,151000000000.0,48500000000.0
309.685,148000000000.0,49800000000.0
309.733,206000000000.0,61200000000.0
309.77899,228000000000.0,62500000000.0
309.82599,183000000000.0,52800000000.0
309.87299,130000000000.0,40500000000.0
309.92001,88300000000.0,29700000000.0
309.96799,73600000000.0,25300000000.0
310.01599,129000000000.0,40200000000.0
310.06299,220000000000.0,65600000000.0
310.10999,246000000000.0,73200000000.0
310.15701,178000000000.0,54300000000.0
310.20499,107000000000.0,34800000000.0
310.25201,66000000000.0,22000000000.0
310.29901,47000000000.0,16500000000.0
310.34601,41300000000.0,14000000000.0
310.39301,69500000000.0,15900000000.0
310.44,102000000000.0,19800000000.0
310.48801,90600000000.0,17200000000.0
310.535,82400000000.0,16800000000.0
310.582,84400000000.0,18000000000.0
310.629,89700000000.0,18700000000.0
310.67599,113000000000.0,20700000000.0
310.72299,93100000000.0,17000000000.0
310.76999,49900000000.0,10100000000.0
310.81799,28200000000.0,5730000000.0
310.86401,14800000000.0,2850000000.0
310.91101,8030000000.0,2150000000.0
310.95801,7160000000.0,1300000000.0
311.005,6270000000.0,2010000000.0
311.052,11200000000.0,2900000000.0
311.099,18700000000.0,4190000000.0
311.147,19900000000.0,4410000000.0
311.194,12800000000.0,3320000000.0
311.241,10100000000.0,2350000000.0
311.289,6720000000.0,2040000000.0
311.336,800000000.0,183000000.0
311.383,-1330000000.0,15128396.0
311.42999,103000000.0,1160000000.0
311.47699,9540000000.0,4890000000.0
311.52399,11100000000.0,6150000000.0
311.57101,7220000000.0,3900000000.0
311.61801,1390000000.0,2950000000.0
311.66501,8760000000.0,5060000000.0
311.71201,18700000000.0,7850000000.0
311.759,24200000000.0,7780000000.0
311.806,34000000000.0,7750000000.0
311.85199,34000000000.0,7640000000.0
311.89899,24900000000.0,6000000000.0
311.94601,19400000000.0,5760000000.0
311.99301,32000000000.0,7470000000.0
312.04001,49900000000.0,10000000000.0
312.08701,44700000000.0,9530000000.0
312.13501,31600000000.0,7590000000.0
312.18201,17900000000.0,5890000000.0
312.229,9670000000.0,3950000000.0
312.276,7820000000.0,3570000000.0
312.323,6990000000.0,3160000000.0
312.37,8680000000.0,2870000000.0
312.41699,4490000000.0,2780000000.0
312.46399,3940000000.0,2850000000.0
312.51099,12600000000.0,2490000000.0
312.55801,22700000000.0,4810000000.0
312.60501,30400000000.0,7810000000.0
312.65201,30300000000.0,8700000000.0
312.698,19600000000.0,6040000000.0
312.74399,6970000000.0,3310000000.0
312.79099,3230000000.0,2010000000.0
312.83801,7950000000.0,2050000000.0
312.88501,16400000000.0,3420000000.0
312.93201,34800000000.0,5950000000.0
312.979,57600000000.0,8850000000.0
313.02701,59500000000.0,9870000000.0
313.07401,50100000000.0,10400000000.0
313.121,51700000000.0,11200000000.0
313.168,46600000000.0,10300000000.0
313.215,40100000000.0,9530000000.0
313.26099,41900000000.0,9880000000.0
313.30801,36400000000.0,10300000000.0
313.35501,31100000000.0,10600000000.0
313.40201,24200000000.0,10900000000.0
313.44901,26400000000.0,11300000000.0
313.495,35400000000.0,13800000000.0
313.54199,55600000000.0,21500000000.0
313.58801,80600000000.0,30100000000.0
313.63501,75100000000.0,29000000000.0
313.68201,56200000000.0,24300000000.0
313.729,42500000000.0,19500000000.0
313.776,31900000000.0,15700000000.0
313.82401,28400000000.0,13800000000.0
313.87,28300000000.0,14300000000.0
313.91699,29100000000.0,14600000000.0
313.96399,30500000000.0,15100000000.0
314.01099,30800000000.0,15500000000.0
314.05801,31000000000.0,15800000000.0
314.104,28800000000.0,15500000000.0
314.151,26000000000.0,14300000000.0
314.198,23100000000.0,12700000000.0
314.24399,19900000000.0,12100000000.0
314.29099,19800000000.0,12100000000.0
314.33701,18800000000.0,11300000000.0
314.384,25900000000.0,12000000000.0
314.431,36100000000.0,13600000000.0
314.478,38300000000.0,15800000000.0
314.52399,32600000000.0,15700000000.0
314.57101,26400000000.0,13800000000.0
314.61899,21900000000.0,12900000000.0
314.66599,16800000000.0,11900000000.0
314.71201,18300000000.0,12100000000.0
314.759,24400000000.0,13800000000.0
314.806,34600000000.0,17900000000.0
314.85199,52600000000.0,20700000000.0
314.89899,61700000000.0,23400000000.0
314.94501,69800000000.0,27200000000.0
314.992,83700000000.0,32100000000.0
315.03799,83700000000.0,34200000000.0
315.08499,80000000000.0,35000000000.0
315.13199,78800000000.0,36100000000.0
315.17801,76700000000.0,35400000000.0
315.22501,78000000000.0,36000000000.0
315.272,85100000000.0,35600000000.0
315.319,75900000000.0,34300000000.0
315.366,69900000000.0,36900000000.0
315.41299,101000000000.0,51400000000.0
315.45901,168000000000.0,77900000000.0
315.50601,172000000000.0,81000000000.0
315.55301,133000000000.0,68400000000.0
315.599,120000000000.0,62800000000.0
315.64499,116000000000.0,63100000000.0
315.69199,112000000000.0,68600000000.0
315.73801,115000000000.0,75500000000.0
315.785,148000000000.0,100000000000.0
315.83099,232000000000.0,156000000000.0
315.87799,644000000000.0,389000000000.0
315.92499,1620000000000.0,930000000000.0
315.97101,1990000000000.0,1180000000000.0
316.01901,1530000000000.0,964000000000.0
316.065,946000000000.0,622000000000.0
316.112,640000000000.0,423000000000.0
316.159,484000000000.0,298000000000.0
316.20499,412000000000.0,215000000000.0
316.25101,375000000000.0,166000000000.0
316.297,365000000000.0,141000000000.0
316.34399,321000000000.0,126000000000.0
316.39001,231000000000.0,103000000000.0
316.43701,182000000000.0,91300000000.0
316.48401,166000000000.0,87300000000.0
316.53,166000000000.0,87000000000.0
316.577,183000000000.0,92800000000.0
316.62299,191000000000.0,93700000000.0
316.67099,209000000000.0,98900000000.0
316.71701,194000000000.0,95000000000.0
316.76401,187000000000.0,95000000000.0
316.81,213000000000.0,104000000000.0
316.85599,292000000000.0,113000000000.0
316.90201,347000000000.0,108000000000.0
316.94901,294000000000.0,93600000000.0
316.995,188000000000.0,73700000000.0
317.04199,135000000000.0,65200000000.0
317.08801,104000000000.0,57300000000.0
317.13501,88000000000.0,54100000000.0
317.181,70400000000.0,50300000000.0
317.228,63200000000.0,47800000000.0
317.27499,54800000000.0,46300000000.0
317.32199,53300000000.0,45400000000.0
317.36801,47200000000.0,43900000000.0
317.41501,53200000000.0,48400000000.0
317.45999,55900000000.0,49300000000.0
317.50601,62000000000.0,52200000000.0
317.55301,76300000000.0,60700000000.0
317.599,89100000000.0,67300000000.0
317.646,97700000000.0,76200000000.0
317.69199,106000000000.0,84100000000.0
317.73901,133000000000.0,103000000000.0
317.785,178000000000.0,131000000000.0
317.83099,232000000000.0,166000000000.0
317.87799,368000000000.0,257000000000.0
317.92499,1010000000000.0,609000000000.0
317.97198,2550000000000.0,1430000000000.0
318.017,3040000000000.0,1760000000000.0
318.06299,2240000000000.0,1370000000000.0
318.10999,1490000000000.0,969000000000.0
318.15601,1120000000000.0,733000000000.0
318.203,977000000000.0,642000000000.0
318.24899,660000000000.0,453000000000.0
318.29501,422000000000.0,308000000000.0
318.34201,290000000000.0,219000000000.0
318.388,218000000000.0,169000000000.0
318.43399,153000000000.0,124000000000.0
318.48199,121000000000.0,104000000000.0
318.52701,94500000000.0,83000000000.0
318.57401,84200000000.0,73000000000.0
318.62,79200000000.0,65500000000.0
318.66599,93100000000.0,63700000000.0
318.71201,111000000000.0,63200000000.0
318.759,103000000000.0,62300000000.0
318.80499,77800000000.0,52500000000.0
318.85101,59200000000.0,45300000000.0
318.89801,53400000000.0,41600000000.0
318.944,52700000000.0,38500000000.0
318.98999,48300000000.0,33600000000.0
319.03799,57300000000.0,33800000000.0
319.08301,103000000000.0,38000000000.0
319.129,177000000000.0,47100000000.0
319.17499,172000000000.0,44900000000.0
319.22198,148000000000.0,41200000000.0
319.26801,131000000000.0,39900000000.0
319.314,118000000000.0,42100000000.0
319.36099,120000000000.0,47900000000.0
319.40701,121000000000.0,51700000000.0
319.453,108000000000.0,50400000000.0
319.49899,87400000000.0,43600000000.0
319.54599,69100000000.0,38400000000.0
319.59201,62000000000.0,35200000000.0
319.638,68600000000.0,38700000000.0
319.68399,78200000000.0,42200000000.0
319.73001,90400000000.0,42200000000.0
319.77701,82700000000.0,39600000000.0
319.823,58300000000.0,33000000000.0
319.86899,40100000000.0,28400000000.0
319.91501,33000000000.0,25600000000.0
319.96201,49100000000.0,29800000000.0
320.008,91900000000.0,34000000000.0
320.05301,111000000000.0,35700000000.0
320.10001,96600000000.0,34800000000.0
320.146,65900000000.0,27700000000.0
320.19199,43400000000.0,22200000000.0
320.23901,66400000000.0,24900000000.0
320.285,133000000000.0,33200000000.0
320.33099,138000000000.0,32300000000.0
320.37701,88000000000.0,24400000000.0
320.423,56200000000.0,18700000000.0
320.46899,39000000000.0,16200000000.0
320.51501,28300000000.0,15000000000.0
320.561,29400000000.0,15400000000.0
320.608,27300000000.0,15700000000.0
320.65399,16500000000.0,12100000000.0
320.70001,4930000000.0,9910000000.0
320.746,2640000000.0,9020000000.0
320.79199,1400000000.0,8390000000.0
320.83801,-304000000.0,7660000000.0
320.884,4290000000.0,7780000000.0
320.931,10500000000.0,9360000000.0
320.97699,16200000000.0,11700000000.0
321.022,28500000000.0,15500000000.0
321.06799,58300000000.0,25100000000.0
321.11499,79900000000.0,32200000000.0
321.16101,83600000000.0,32300000000.0
321.207,106000000000.0,35700000000.0
321.25299,126000000000.0,40000000000.0
321.29901,110000000000.0,37700000000.0
321.345,124000000000.0,45700000000.0
321.39099,159000000000.0,58600000000.0
321.43701,173000000000.0,59600000000.0
321.48199,145000000000.0,49600000000.0
321.52802,99400000000.0,34400000000.0
321.57501,67700000000.0,24900000000.0
321.62201,59100000000.0,22600000000.0
321.66699,55700000000.0,19000000000.0
321.71399,98800000000.0,21400000000.0
321.76001,139000000000.0,24600000000.0
321.806,125000000000.0,22100000000.0
321.85199,114000000000.0,19800000000.0
321.89801,103000000000.0,18500000000.0
321.94299,72600000000.0,15100000000.0
321.98901,70300000000.0,16700000000.0
322.03601,62600000000.0,16300000000.0
322.082,39500000000.0,10900000000.0
322.12701,20200000000.0,7130000000.0
322.173,23100000000.0,7450000000.0
322.21899,63600000000.0,18400000000.0
322.26501,118000000000.0,27300000000.0
322.311,168000000000.0,30300000000.0
322.35699,166000000000.0,24900000000.0
322.40201,117000000000.0,17400000000.0
322.448,116000000000.0,16800000000.0
322.495,111000000000.0,16300000000.0
322.54099,110000000000.0,15800000000.0
322.58701,117000000000.0,26800000000.0
322.633,144000000000.0,35700000000.0
322.67899,108000000000.0,26900000000.0
322.72501,100000000000.0,19300000000.0
322.771,122000000000.0,35500000000.0
322.81601,212000000000.0,67600000000.0
322.86099,237000000000.0,68000000000.0
322.90701,234000000000.0,53800000000.0
322.95401,280000000000.0,50100000000.0
323.0,266000000000.0,43900000000.0
323.04599,187000000000.0,31000000000.0
323.09201,124000000000.0,20700000000.0
323.138,93800000000.0,15800000000.0
323.18399,81100000000.0,12900000000.0
323.229,88500000000.0,13000000000.0
323.27399,109000000000.0,19900000000.0
323.32001,116000000000.0,26300000000.0
323.366,109000000000.0,27100000000.0
323.41299,184000000000.0,37600000000.0
323.45901,565000000000.0,87500000000.0
323.505,886000000000.0,129000000000.0
323.54999,676000000000.0,101000000000.0
323.59601,542000000000.0,70600000000.0
323.64099,521000000000.0,75000000000.0
323.68701,753000000000.0,105000000000.0
323.733,726000000000.0,100000000000.0
323.77802,454000000000.0,66600000000.0
323.82501,306000000000.0,47800000000.0
323.871,274000000000.0,42400000000.0
323.91699,446000000000.0,63000000000.0
323.96301,602000000000.0,81400000000.0
324.008,495000000000.0,68600000000.0
324.05301,319000000000.0,43800000000.0
324.099,205000000000.0,27300000000.0
324.14499,168000000000.0,21300000000.0
