wave,cl5_398645626ccs_f0030004ccam02013p3,cl5_398646038ccs_f0030004ccam03013p3
425.39478,49600000000.0,15100000000.0
425.43774,53400000000.0,14500000000.0
425.48068,68900000000.0,14600000000.0
425.52365,85300000000.0,14200000000.0
425.56659,93800000000.0,13800000000.0
425.60953,79600000000.0,12700000000.0
425.65244,59100000000.0,11600000000.0
425.69537,46200000000.0,10500000000.0
425.73828,40000000000.0,9830000000.0
425.78119,38000000000.0,9690000000.0
425.8241,35300000000.0,9800000000.0
425.867,36000000000.0,10300000000.0
425.90991,37900000000.0,10800000000.0
425.95279,41200000000.0,12200000000.0
425.9957,51900000000.0,14700000000.0
426.03857,81800000000.0,22900000000.0
426.08142,142000000000.0,38800000000.0
426.1243,228000000000.0,60600000000.0
426.16718,291000000000.0,77300000000.0
426.21002,270000000000.0,72700000000.0
426.25287,194000000000.0,54500000000.0
426.29572,129000000000.0,39200000000.0
426.33856,97900000000.0,30200000000.0
426.38138,86500000000.0,26300000000.0
426.42422,83500000000.0,26200000000.0
426.46704,85300000000.0,26700000000.0
426.50986,87100000000.0,27700000000.0
426.55267,89600000000.0,29100000000.0
426.59549,94500000000.0,31400000000.0
426.63828,102000000000.0,33900000000.0
426.68106,113000000000.0,36800000000.0
426.72385,124000000000.0,39300000000.0
426.76663,132000000000.0,41400000000.0
426.80942,138000000000.0,44500000000.0
426.8522,139000000000.0,44400000000.0
426.89496,133000000000.0,43600000000.0
426.93771,124000000000.0,41700000000.0
426.98047,115000000000.0,39200000000.0
427.02322,106000000000.0,37200000000.0
427.06595,104000000000.0,36200000000.0
427.1087,120000000000.0,41100000000.0
427.15143,177000000000.0,57000000000.0
427.19415,291000000000.0,89200000000.0
427.23688,451000000000.0,136000000000.0
427.2796,576000000000.0,174000000000.0
427.3223,555000000000.0,169000000000.0
427.36502,402000000000.0,125000000000.0
427.40771,252000000000.0,81000000000.0
427.45041,169000000000.0,56400000000.0
427.49307,137000000000.0,43800000000.0
427.53577,130000000000.0,36600000000.0
427.57843,137000000000.0,34000000000.0
427.62112,136000000000.0,31800000000.0
427.66379,121000000000.0,30200000000.0
427.70642,101000000000.0,28700000000.0
427.74908,92200000000.0,27700000000.0
427.79175,86100000000.0,26800000000.0
427.83438,79000000000.0,25700000000.0
427.87701,73800000000.0,24900000000.0
427.91965,69600000000.0,24100000000.0
427.96228,66000000000.0,23200000000.0
428.00488,62400000000.0,22200000000.0
428.04749,59000000000.0,21400000000.0
428.09012,57300000000.0,21100000000.0
428.13272,54500000000.0,20800000000.0
428.17529,56700000000.0,22000000000.0
428.2179,65800000000.0,25900000000.0
428.26047,86100000000.0,36100000000.0
428.30307,127000000000.0,57300000000.0
428.34564,188000000000.0,92100000000.0
428.38818,242000000000.0,126000000000.0
428.43076,250000000000.0,136000000000.0
428.47333,197000000000.0,108000000000.0
428.51587,134000000000.0,71000000000.0
428.55841,95400000000.0,46600000000.0
428.60095,77500000000.0,33400000000.0
428.64349,74500000000.0,28000000000.0
428.686,73900000000.0,24700000000.0
428.72855,72500000000.0,22400000000.0
428.77106,73700000000.0,22400000000.0
428.81357,73100000000.0,21600000000.0
428.85608,76200000000.0,23000000000.0
428.89856,84800000000.0,29600000000.0
428.94107,105000000000.0,44400000000.0
428.98355,151000000000.0,70500000000.0
429.02603,208000000000.0,98700000000.0
429.06851,243000000000.0,111000000000.0
429.11099,224000000000.0,91700000000.0
429.15344,178000000000.0,62200000000.0
429.19592,134000000000.0,41400000000.0
429.23837,103000000000.0,30800000000.0
429.28082,78200000000.0,23500000000.0
429.32324,61000000000.0,19600000000.0
429.36569,55300000000.0,18000000000.0
429.40811,64100000000.0,20000000000.0
429.45056,85700000000.0,25900000000.0
429.49298,115000000000.0,32600000000.0
429.53537,137000000000.0,37800000000.0
429.57779,127000000000.0,35800000000.0
429.62021,99700000000.0,28900000000.0
429.6626,81900000000.0,24600000000.0
429.70499,72800000000.0,23100000000.0
429.74738,63600000000.0,21500000000.0
429.78976,57100000000.0,21700000000.0
429.83212,57500000000.0,24500000000.0
429.87448,74800000000.0,32700000000.0
429.91687,119000000000.0,52200000000.0
429.95923,187000000000.0,81800000000.0
430.00156,266000000000.0,112000000000.0
430.04391,313000000000.0,121000000000.0
430.08624,315000000000.0,106000000000.0
430.1286,306000000000.0,85200000000.0
430.17093,293000000000.0,78300000000.0
430.21326,292000000000.0,83200000000.0
430.25555,303000000000.0,109000000000.0
430.29788,364000000000.0,166000000000.0
430.34018,454000000000.0,235000000000.0
430.38248,481000000000.0,260000000000.0
430.42477,395000000000.0,214000000000.0
430.46707,259000000000.0,139000000000.0
430.50934,172000000000.0,89400000000.0
430.55164,135000000000.0,64500000000.0
430.5939,127000000000.0,51400000000.0
430.63617,146000000000.0,47700000000.0
430.67844,182000000000.0,47400000000.0
430.72067,208000000000.0,51600000000.0
430.76294,235000000000.0,70200000000.0
430.80518,308000000000.0,113000000000.0
430.84741,481000000000.0,185000000000.0
430.88965,655000000000.0,248000000000.0
430.93188,670000000000.0,249000000000.0
430.97409,498000000000.0,184000000000.0
431.0163,303000000000.0,113000000000.0
431.05853,191000000000.0,73300000000.0
431.10071,133000000000.0,52600000000.0
431.14291,94600000000.0,38200000000.0
431.18512,71200000000.0,29000000000.0
431.22729,59000000000.0,23800000000.0
431.26947,54000000000.0,21800000000.0
431.31165,54100000000.0,21700000000.0
431.35382,57900000000.0,21700000000.0
431.396,62300000000.0,21900000000.0
431.43814,66400000000.0,22300000000.0
431.48032,72000000000.0,24200000000.0
431.52246,83000000000.0,26900000000.0
431.56461,106000000000.0,31500000000.0
431.60672,127000000000.0,37100000000.0
431.64886,133000000000.0,40200000000.0
431.69098,123000000000.0,41200000000.0
431.73309,120000000000.0,45600000000.0
431.77521,129000000000.0,51900000000.0
431.81732,145000000000.0,60800000000.0
431.85944,165000000000.0,76100000000.0
431.90152,197000000000.0,101000000000.0
431.9436,244000000000.0,133000000000.0
431.98569,278000000000.0,154000000000.0
432.02777,267000000000.0,143000000000.0
432.06985,220000000000.0,109000000000.0
432.11191,175000000000.0,80600000000.0
432.15396,138000000000.0,61500000000.0
432.19601,111000000000.0,47400000000.0
432.23807,93600000000.0,37800000000.0
432.28012,77900000000.0,31600000000.0
432.32217,69900000000.0,27900000000.0
432.3642,63300000000.0,25700000000.0
432.40622,57400000000.0,24200000000.0
432.44824,57000000000.0,23900000000.0
432.49026,62800000000.0,25900000000.0
432.53226,85700000000.0,33500000000.0
432.57428,157000000000.0,55300000000.0
432.61627,292000000000.0,96200000000.0
432.65826,464000000000.0,149000000000.0
432.70026,569000000000.0,182000000000.0
432.74225,504000000000.0,161000000000.0
432.78421,351000000000.0,116000000000.0
432.82617,229000000000.0,79300000000.0
432.86813,170000000000.0,60700000000.0
432.9101,136000000000.0,50700000000.0
432.95206,108000000000.0,41600000000.0
432.99402,88000000000.0,35600000000.0
433.03595,77200000000.0,31400000000.0
433.07788,70500000000.0,29500000000.0
433.11981,67700000000.0,27700000000.0
433.16174,65900000000.0,27000000000.0
433.20367,67800000000.0,26900000000.0
433.24557,67200000000.0,26700000000.0
433.28748,65000000000.0,27000000000.0
433.32938,64400000000.0,26800000000.0
433.37128,61500000000.0,25500000000.0
433.41318,59700000000.0,24800000000.0
433.45505,55100000000.0,23500000000.0
433.49695,54700000000.0,23000000000.0
433.53882,53000000000.0,22600000000.0
433.58069,54400000000.0,22300000000.0
433.62253,55800000000.0,23300000000.0
433.6644,59600000000.0,24700000000.0
433.70624,66500000000.0,27500000000.0
433.74808,80800000000.0,30700000000.0
433.78992,95400000000.0,34200000000.0
433.83176,105000000000.0,36300000000.0
433.8736,108000000000.0,34400000000.0
433.91541,102000000000.0,32500000000.0
433.95721,91900000000.0,30300000000.0
433.99902,79800000000.0,27800000000.0
434.04083,73500000000.0,26900000000.0
434.08264,71200000000.0,26500000000.0
434.12442,69700000000.0,25900000000.0
434.16623,69200000000.0,26700000000.0
434.20801,70400000000.0,27200000000.0
434.24979,72100000000.0,27600000000.0
434.29156,72200000000.0,28000000000.0
434.33331,75200000000.0,29100000000.0
434.37506,76800000000.0,29700000000.0
434.41684,78500000000.0,30700000000.0
434.45859,82500000000.0,32700000000.0
434.50031,92200000000.0,36000000000.0
434.54205,106000000000.0,41100000000.0
434.58377,122000000000.0,47500000000.0
434.62552,140000000000.0,54700000000.0
434.66724,153000000000.0,59900000000.0
434.70895,157000000000.0,61700000000.0
434.75064,156000000000.0,62300000000.0
434.79236,161000000000.0,64200000000.0
434.83405,167000000000.0,67600000000.0
434.87573,185000000000.0,75200000000.0
434.91742,198000000000.0,81000000000.0
434.95911,223000000000.0,90800000000.0
435.00076,256000000000.0,102000000000.0
435.04245,281000000000.0,109000000000.0
435.08411,277000000000.0,107000000000.0
435.12576,248000000000.0,98400000000.0
435.16742,226000000000.0,89700000000.0
435.20905,213000000000.0,82800000000.0
435.2507,204000000000.0,79000000000.0
435.29233,187000000000.0,71800000000.0
435.33395,163000000000.0,62600000000.0
435.37558,137000000000.0,52900000000.0
435.41721,113000000000.0,44900000000.0
435.4588,94900000000.0,38300000000.0
435.5004,77200000000.0,31700000000.0
435.54199,65000000000.0,27800000000.0
435.58359,58500000000.0,25800000000.0
435.62518,53000000000.0,23900000000.0
435.66678,47200000000.0,21800000000.0
435.70834,41800000000.0,19900000000.0
435.74991,37400000000.0,18300000000.0
435.79147,33800000000.0,16800000000.0
435.83304,31600000000.0,15600000000.0
435.8746,30000000000.0,14600000000.0
435.91614,28700000000.0,13900000000.0
435.95767,27000000000.0,13100000000.0
435.99921,24900000000.0,12300000000.0
436.04074,23200000000.0,12200000000.0
436.08228,21500000000.0,11200000000.0
436.12378,20500000000.0,10400000000.0
436.16531,18800000000.0,10000000000.0
436.20682,19900000000.0,9920000000.0
436.24832,19400000000.0,9900000000.0
436.28979,18100000000.0,9800000000.0
436.3313,17800000000.0,9750000000.0
436.37277,17100000000.0,9780000000.0
436.41428,18200000000.0,10200000000.0
436.45575,19100000000.0,10500000000.0
436.49719,19500000000.0,10400000000.0
436.53867,22800000000.0,12100000000.0
436.58011,26700000000.0,13900000000.0
436.62158,32600000000.0,16300000000.0
436.66302,42700000000.0,20400000000.0
436.70444,59600000000.0,26200000000.0
436.74588,80100000000.0,32900000000.0
436.78732,94800000000.0,36900000000.0
436.82874,101000000000.0,39000000000.0
436.87015,96100000000.0,36500000000.0
436.91156,84700000000.0,32400000000.0
436.95297,74900000000.0,29000000000.0
436.99435,69200000000.0,27000000000.0
437.03577,65000000000.0,25500000000.0
437.07715,59800000000.0,23600000000.0
437.11853,54800000000.0,22500000000.0
437.15991,47800000000.0,19900000000.0
437.20126,40100000000.0,17100000000.0
437.24265,34400000000.0,15200000000.0
437.284,29100000000.0,13600000000.0
437.32535,26400000000.0,12200000000.0
437.3667,24500000000.0,11400000000.0
437.40802,20600000000.0,10500000000.0
437.44937,20500000000.0,9810000000.0
437.49069,20800000000.0,9280000000.0
437.53201,19400000000.0,8900000000.0
437.57333,19800000000.0,8760000000.0
437.61465,23800000000.0,8670000000.0
437.65594,25100000000.0,8780000000.0
437.69727,25900000000.0,8640000000.0
437.73856,25200000000.0,9040000000.0
437.77985,18800000000.0,7810000000.0
437.82114,15000000000.0,6680000000.0
437.8624,11500000000.0,6010000000.0
437.90369,10000000000.0,5740000000.0
437.94495,9870000000.0,5800000000.0
437.98621,10300000000.0,5980000000.0
438.02747,11100000000.0,6150000000.0
438.06873,11500000000.0,6170000000.0
438.10995,11800000000.0,6220000000.0
438.15118,11800000000.0,6280000000.0
438.19241,10800000000.0,6240000000.0
438.23364,12100000000.0,7050000000.0
438.27487,20300000000.0,10200000000.0
438.3161,57900000000.0,23100000000.0
438.3573,164000000000.0,58600000000.0
438.3985,362000000000.0,122000000000.0
438.4397,611000000000.0,200000000000.0
438.4809,754000000000.0,244000000000.0
438.52209,646000000000.0,210000000000.0
438.56326,423000000000.0,141000000000.0
438.60443,246000000000.0,85000000000.0
438.6456,158000000000.0,57500000000.0
438.68677,112000000000.0,41500000000.0
438.72794,83000000000.0,30700000000.0
438.76907,57900000000.0,22100000000.0
438.81021,39400000000.0,15500000000.0
438.85138,26300000000.0,10400000000.0
438.89249,19300000000.0,8330000000.0
438.93362,15700000000.0,6790000000.0
438.97476,12400000000.0,5460000000.0
439.01587,8930000000.0,4230000000.0
439.05698,6240000000.0,3180000000.0
439.09808,4430000000.0,2460000000.0
439.13919,3200000000.0,2060000000.0
439.1803,2380000000.0,1760000000.0
439.22137,1860000000.0,1380000000.0
439.26245,1380000000.0,995000000.0
439.30353,-345000000.0,688000000.0
439.3446,288000000.0,544000000.0
439.38568,740000000.0,2955105.2
439.42673,3140000000.0,1040000000.0
439.46777,10200000000.0,1960000000.0
439.50882,25800000000.0,4640000000.0
439.54987,47900000000.0,7610000000.0
439.59091,73900000000.0,11100000000.0
439.63196,86900000000.0,13400000000.0
439.67297,78200000000.0,12500000000.0
439.71399,57700000000.0,11500000000.0
439.755,39800000000.0,9250000000.0
439.79602,25900000000.0,7030000000.0
439.83701,17100000000.0,5260000000.0
439.87802,11100000000.0,3180000000.0
439.91901,9670000000.0,2370000000.0
439.95999,5510000000.0,1720000000.0
440.00098,2270000000.0,1200000000.0
440.04193,5100000000.0,1060000000.0
440.08292,8780000000.0,1200000000.0
440.12387,10000000000.0,1350000000.0
440.16483,7640000000.0,1370000000.0
440.20578,5340000000.0,1390000000.0
440.24673,3990000000.0,1510000000.0
440.28766,3410000000.0,1710000000.0
440.32861,2740000000.0,2250000000.0
440.36954,4250000000.0,2330000000.0
440.41046,10000000000.0,5140000000.0
440.45139,41100000000.0,14700000000.0
440.49228,120000000000.0,37100000000.0
440.5332,252000000000.0,77800000000.0
440.5741,383000000000.0,115000000000.0
440.61499,413000000000.0,124000000000.0
440.65588,325000000000.0,99700000000.0
440.69675,202000000000.0,64100000000.0
440.73764,123000000000.0,40800000000.0
440.7785,84000000000.0,28400000000.0
440.81937,65800000000.0,23200000000.0
440.86023,51900000000.0,19700000000.0
440.90109,43500000000.0,16900000000.0
440.94193,34200000000.0,14200000000.0
440.98276,28200000000.0,12100000000.0
441.02359,23600000000.0,10600000000.0
441.06442,19000000000.0,9660000000.0
441.10526,17200000000.0,8630000000.0
441.14609,20000000000.0,9590000000.0
441.18689,23700000000.0,10900000000.0
441.22769,27900000000.0,11500000000.0
441.26849,30800000000.0,13400000000.0
441.3093,33400000000.0,15100000000.0
441.3501,37500000000.0,18200000000.0
441.39087,46800000000.0,21800000000.0
441.43164,64500000000.0,29100000000.0
441.47241,98500000000.0,41500000000.0
441.51318,159000000000.0,62100000000.0
441.55396,248000000000.0,89500000000.0
441.59473,337000000000.0,116000000000.0
441.63547,382000000000.0,131000000000.0
441.67621,351000000000.0,122000000000.0
441.71695,287000000000.0,103000000000.0
441.75769,249000000000.0,92200000000.0
441.7984,230000000000.0,84500000000.0
441.83914,207000000000.0,75300000000.0
441.87985,178000000000.0,64300000000.0
441.92056,140000000000.0,51100000000.0
441.96124,104000000000.0,39700000000.0
442.00195,76400000000.0,30600000000.0
442.04266,56900000000.0,23600000000.0
442.08334,42800000000.0,19600000000.0
442.12402,31400000000.0,16100000000.0
442.1647,23300000000.0,13100000000.0
442.20535,19600000000.0,10200000000.0
442.24603,17000000000.0,9270000000.0
442.28668,15800000000.0,8790000000.0
442.32733,15600000000.0,8440000000.0
442.36798,16900000000.0,8280000000.0
442.40863,15000000000.0,8410000000.0
442.44925,12200000000.0,8000000000.0
442.4899,11400000000.0,10200000000.0
442.53052,20500000000.0,17600000000.0
442.57114,44400000000.0,35100000000.0
442.61176,81700000000.0,59200000000.0
442.65234,114000000000.0,79300000000.0
442.69296,115000000000.0,78200000000.0
442.73355,93600000000.0,59500000000.0
442.77414,73000000000.0,40500000000.0
442.81473,61100000000.0,28800000000.0
442.85529,54700000000.0,23000000000.0
442.89587,40500000000.0,17300000000.0
442.93643,23000000000.0,13200000000.0
442.97699,13100000000.0,9170000000.0
443.01755,5840000000.0,6220000000.0
443.05811,2500000000.0,5720000000.0
443.09866,4010000000.0,5590000000.0
443.13919,5300000000.0,5820000000.0
443.17972,5770000000.0,6240000000.0
443.22025,5360000000.0,6510000000.0
443.26077,4340000000.0,5910000000.0
443.30127,1810000000.0,6940000000.0
443.3418,4870000000.0,8610000000.0
443.38229,7290000000.0,9910000000.0
443.42279,15100000000.0,14500000000.0
443.46329,32600000000.0,25800000000.0
443.50375,75300000000.0,52600000000.0
443.54425,151000000000.0,102000000000.0
443.58472,238000000000.0,156000000000.0
443.62518,296000000000.0,194000000000.0
443.66565,284000000000.0,186000000000.0
443.70612,221000000000.0,147000000000.0
443.74655,151000000000.0,104000000000.0
443.78702,99500000000.0,70400000000.0
443.82745,64300000000.0,47800000000.0
443.86789,45700000000.0,35500000000.0
443.90833,32200000000.0,26400000000.0
443.94873,20700000000.0,19100000000.0
443.98917,12000000000.0,13700000000.0
444.02957,5560000000.0,9310000000.0
444.06998,1550000000.0,6100000000.0
444.11038,-53943900.0,5200000000.0
444.15076,1330000000.0,4800000000.0
444.19116,3700000000.0,4930000000.0
444.23154,6490000000.0,5220000000.0
444.27191,11400000000.0,7300000000.0
444.31229,22900000000.0,9170000000.0
444.35266,35800000000.0,12300000000.0
444.39301,48300000000.0,15500000000.0
444.43335,61600000000.0,16800000000.0
444.47372,71700000000.0,17200000000.0
444.51407,70200000000.0,15300000000.0
444.55438,59900000000.0,13300000000.0
444.59473,41200000000.0,11100000000.0
444.63504,25900000000.0,9370000000.0
444.67535,20400000000.0,8520000000.0
444.71567,16200000000.0,7830000000.0
444.75598,20500000000.0,8380000000.0
444.7963,24100000000.0,10500000000.0
444.83658,30500000000.0,12700000000.0
444.87689,39600000000.0,14800000000.0
444.91718,42500000000.0,16800000000.0
444.95743,45300000000.0,16600000000.0
444.99771,50100000000.0,16900000000.0
445.03799,48500000000.0,15500000000.0
445.07825,44900000000.0,15600000000.0
445.1185,46400000000.0,15900000000.0
445.15875,46700000000.0,16700000000.0
445.19901,52500000000.0,16900000000.0
445.23923,53800000000.0,18900000000.0
445.27948,53700000000.0,20200000000.0
445.3197,52700000000.0,23400000000.0
445.35992,57500000000.0,26200000000.0
445.40015,68800000000.0,31700000000.0
445.44034,92900000000.0,46900000000.0
445.48056,157000000000.0,85800000000.0
445.52075,264000000000.0,149000000000.0
445.56094,392000000000.0,224000000000.0
445.60114,477000000000.0,270000000000.0
445.64133,456000000000.0,259000000000.0
445.68149,374000000000.0,215000000000.0
445.72165,286000000000.0,168000000000.0
445.76181,217000000000.0,128000000000.0
445.80197,171000000000.0,94500000000.0
445.84213,139000000000.0,71500000000.0
445.88229,114000000000.0,55400000000.0
445.92242,94600000000.0,42900000000.0
445.96255,76400000000.0,33300000000.0
446.00269,61400000000.0,26900000000.0
446.04282,52300000000.0,21800000000.0
446.08295,42300000000.0,18300000000.0
446.12305,35700000000.0,14900000000.0
446.16315,30200000000.0,13400000000.0
446.20325,29600000000.0,12400000000.0
446.24335,32000000000.0,11800000000.0
446.28345,35700000000.0,11700000000.0
446.32352,35400000000.0,11800000000.0
446.36362,34600000000.0,11800000000.0
446.40369,33100000000.0,11900000000.0
446.44376,33500000000.0,12500000000.0
446.4838,36400000000.0,12900000000.0
446.52386,42900000000.0,14900000000.0
446.5639,49700000000.0,17100000000.0
446.60394,57400000000.0,19600000000.0
446.64398,65600000000.0,22100000000.0
446.68402,74400000000.0,24500000000.0
446.72406,83700000000.0,26600000000.0
446.76407,91300000000.0,29300000000.0
446.80408,96100000000.0,30400000000.0
446.84409,97200000000.0,31000000000.0
446.88409,104000000000.0,30000000000.0
446.9241,118000000000.0,30600000000.0
446.96408,131000000000.0,31800000000.0
447.00409,127000000000.0,30900000000.0
447.04407,114000000000.0,28000000000.0
447.08405,95700000000.0,24700000000.0
447.12399,82700000000.0,21700000000.0
447.16397,74100000000.0,19100000000.0
447.20392,69600000000.0,17200000000.0
447.24387,64300000000.0,15500000000.0
447.28381,59200000000.0,14300000000.0
447.32376,56000000000.0,13600000000.0
447.36371,51900000000.0,13200000000.0
447.40363,51300000000.0,12900000000.0
447.44354,49900000000.0,13000000000.0
447.48346,52000000000.0,12900000000.0
447.52338,54000000000.0,13100000000.0
447.56329,58200000000.0,13500000000.0
447.60318,65800000000.0,15200000000.0
447.64307,76600000000.0,17000000000.0
447.68295,88500000000.0,19200000000.0
447.72284,99800000000.0,21300000000.0
447.76273,102000000000.0,21100000000.0
447.80261,106000000000.0,21000000000.0
447.84247,110000000000.0,20900000000.0
447.88232,115000000000.0,21100000000.0
447.92218,128000000000.0,21300000000.0
447.96204,146000000000.0,23700000000.0
448.00186,166000000000.0,26500000000.0
448.04172,198000000000.0,30100000000.0
448.08154,241000000000.0,34400000000.0
448.12137,296000000000.0,39100000000.0
448.16119,351000000000.0,44300000000.0
448.20099,401000000000.0,48000000000.0
448.24081,425000000000.0,50200000000.0
448.28061,408000000000.0,49400000000.0
448.3204,356000000000.0,45400000000.0
448.3602,308000000000.0,41000000000.0
448.39999,255000000000.0,35600000000.0
448.43976,210000000000.0,29800000000.0
448.47955,178000000000.0,26700000000.0
448.51932,151000000000.0,23400000000.0
448.55908,130000000000.0,20600000000.0
448.59882,108000000000.0,18200000000.0
448.63858,91100000000.0,16000000000.0
448.67831,77000000000.0,13300000000.0
448.71808,68600000000.0,12100000000.0
448.75781,60300000000.0,11100000000.0
448.79752,53600000000.0,10200000000.0
448.83725,49200000000.0,9670000000.0
448.87695,48600000000.0,9140000000.0
448.91669,49300000000.0,9170000000.0
448.95639,48600000000.0,9250000000.0
448.99609,49100000000.0,9380000000.0
449.03577,45400000000.0,8990000000.0
449.07547,41700000000.0,8340000000.0
449.11514,37900000000.0,7610000000.0
449.15482,34200000000.0,6970000000.0
449.19449,30900000000.0,6560000000.0
449.23416,27900000000.0,6340000000.0
449.27383,25600000000.0,6170000000.0
449.31348,23300000000.0,5850000000.0
449.35312,19500000000.0,5340000000.0
449.39276,18600000000.0,5050000000.0
449.4324,18200000000.0,5350000000.0
449.47205,20500000000.0,6150000000.0
449.51166,27100000000.0,7430000000.0
449.55127,34400000000.0,9130000000.0
449.59088,36800000000.0,9100000000.0
449.63049,32200000000.0,9190000000.0
449.6701,27200000000.0,7240000000.0
449.70969,24900000000.0,5870000000.0
449.7493,21300000000.0,4720000000.0
449.78888,17700000000.0,3900000000.0
449.82846,14100000000.0,3180000000.0
449.86801,9830000000.0,2630000000.0
449.90759,8560000000.0,2180000000.0
449.94714,7180000000.0,1850000000.0
449.98669,6130000000.0,1630000000.0
450.02625,5790000000.0,1550000000.0
450.0658,5470000000.0,1630000000.0
450.10535,7830000000.0,1940000000.0
450.14487,13500000000.0,2590000000.0
450.18442,25900000000.0,3630000000.0
450.22394,35800000000.0,5090000000.0
450.26343,38900000000.0,5350000000.0
450.30295,30600000000.0,4130000000.0
450.34247,22500000000.0,3020000000.0
450.38196,13400000000.0,1480000000.0
450.42145,10100000000.0,1690000000.0
450.46094,7340000000.0,1440000000.0
450.50043,5160000000.0,996000000.0
450.53989,3280000000.0,637000000.0
450.57938,1730000000.0,429000000.0
450.61884,668000000.0,224000000.0
450.65829,155000000.0,52301002.0
450.69775,-22317399.0,17337686.0
450.73718,-22046052.0,557000000.0
450.77664,288000000.0,-34064.953
450.81607,1070000000.0,44784058.0
450.8555,2300000000.0,500000000.0
450.89493,3630000000.0,1070000000.0
450.93433,4500000000.0,1400000000.0
450.97375,4860000000.0,1450000000.0
451.01315,5070000000.0,1310000000.0
451.05255,5670000000.0,1080000000.0
451.09195,6500000000.0,763000000.0
451.13135,7720000000.0,543000000.0
451.17075,8510000000.0,547000000.0
451.21011,14100000000.0,782000000.0
451.24948,19800000000.0,1290000000.0
451.28885,25400000000.0,2050000000.0
451.32822,35000000000.0,2810000000.0
451.36755,44200000000.0,3410000000.0
451.40692,51100000000.0,3870000000.0
451.44626,51300000000.0,4190000000.0
451.4856,47000000000.0,4150000000.0
451.52493,42200000000.0,3830000000.0
451.56427,38600000000.0,3630000000.0
451.60358,34800000000.0,3440000000.0
451.64288,30700000000.0,3170000000.0
451.68222,27000000000.0,2950000000.0
451.72153,24000000000.0,2640000000.0
451.7608,19800000000.0,2160000000.0
451.80011,22800000000.0,1790000000.0
451.83939,24000000000.0,1760000000.0
451.87866,31800000000.0,2100000000.0
451.91794,35400000000.0,2470000000.0
451.95721,34100000000.0,2960000000.0
451.99649,27500000000.0,1680000000.0
452.03574,19400000000.0,816000000.0
452.07498,15500000000.0,430000000.0
452.11423,13800000000.0,377000000.0
452.15347,11600000000.0,361000000.0
452.19272,8870000000.0,335000000.0
452.23193,9190000000.0,443000000.0
452.27118,12100000000.0,382000000.0
452.31039,19100000000.0,1760000000.0
452.34961,26100000000.0,2760000000.0
452.38879,34600000000.0,3300000000.0
452.42801,35200000000.0,3450000000.0
452.46719,29000000000.0,3240000000.0
452.50641,23300000000.0,3010000000.0
452.54559,21700000000.0,3110000000.0
452.58475,23700000000.0,3610000000.0
452.62393,25800000000.0,4350000000.0
452.66309,27300000000.0,5160000000.0
452.70227,32700000000.0,5490000000.0
452.74142,37200000000.0,7780000000.0
452.78058,46500000000.0,10100000000.0
452.8197,59800000000.0,12500000000.0
452.85886,73100000000.0,15000000000.0
452.89798,87500000000.0,17900000000.0
452.9371,106000000000.0,21900000000.0
452.97623,126000000000.0,24000000000.0
453.01535,134000000000.0,25400000000.0
453.05444,127000000000.0,22100000000.0
453.09357,122000000000.0,19600000000.0
453.13266,118000000000.0,16900000000.0
453.17175,109000000000.0,15900000000.0
453.21085,104000000000.0,14800000000.0
453.24991,96600000000.0,13700000000.0
453.289,93000000000.0,12500000000.0
453.32806,105000000000.0,13000000000.0
453.36713,136000000000.0,15300000000.0
453.40619,180000000000.0,18900000000.0
453.44522,222000000000.0,22400000000.0
453.48428,237000000000.0,24700000000.0
453.52332,240000000000.0,24400000000.0
453.56235,238000000000.0,24000000000.0
453.60138,245000000000.0,23700000000.0
453.64041,247000000000.0,23000000000.0
453.67944,241000000000.0,22600000000.0
453.71844,222000000000.0,20600000000.0
453.75745,179000000000.0,16200000000.0
453.79645,134000000000.0,12800000000.0
453.83545,98100000000.0,9610000000.0
453.87445,69200000000.0,7090000000.0
453.91342,53400000000.0,4720000000.0
453.95239,42200000000.0,4140000000.0
453.99136,34600000000.0,3300000000.0
454.03033,26000000000.0,2600000000.0
454.06931,21700000000.0,2090000000.0
454.10825,17900000000.0,1810000000.0
454.14722,14600000000.0,1590000000.0
454.18616,12300000000.0,1520000000.0
454.2251,10900000000.0,1530000000.0
454.26401,9890000000.0,1510000000.0
454.30295,9440000000.0,1590000000.0
454.34186,9380000000.0,1810000000.0
454.3808,9390000000.0,2030000000.0
454.41971,9800000000.0,2240000000.0
454.45859,11600000000.0,2590000000.0
454.4975,12900000000.0,3100000000.0
454.53638,19600000000.0,3940000000.0
454.57529,25900000000.0,4660000000.0
454.61417,27600000000.0,5280000000.0
454.65305,26000000000.0,5650000000.0
454.69189,23200000000.0,5930000000.0
454.73077,23100000000.0,6470000000.0
454.76962,23600000000.0,7470000000.0
454.80847,23500000000.0,8280000000.0
454.84732,30600000000.0,10600000000.0
454.88617,41400000000.0,13100000000.0
454.92502,56800000000.0,15900000000.0
454.96384,83200000000.0,20300000000.0
455.00266,117000000000.0,26900000000.0
455.04147,152000000000.0,33000000000.0
455.08029,175000000000.0,39000000000.0
455.11911,176000000000.0,41600000000.0
455.1579,168000000000.0,44500000000.0
455.19669,165000000000.0,48900000000.0
455.23547,182000000000.0,56400000000.0
455.27426,215000000000.0,66800000000.0
455.31305,256000000000.0,78500000000.0
455.35181,282000000000.0,84300000000.0
455.39059,288000000000.0,85100000000.0
455.42935,266000000000.0,79700000000.0
