wave,scam_0012_0668002890_477_cl1_scam15210_maaz_________________01p01
267.4200134277344,24455225344.0
267.470458984375,17983516672.0
267.5209045410156,15521731584.0
267.5713806152344,18130438144.0
267.621826171875,24864743424.0
267.6722412109375,35873062912.0
267.7226867675781,46652399616.0
267.7731018066406,71900086272.0
267.82354736328125,75412291584.0
267.92437744140625,45937467392.0
267.97479248046875,42186162176.0
268.0251770019531,39959973888.0
268.0755920410156,38766485504.0
268.1259765625,38198820864.0
268.1763916015625,37917057024.0
268.2267761230469,37848813568.0
268.2771301269531,39288934400.0
268.3275146484375,48222076928.0
268.3778991699219,51651432448.0
268.4282531738281,76608970752.0
268.4786071777344,133252202496.0
268.5289611816406,216599707648.0
268.5793151855469,232351809536.0
268.6296691894531,139836915712.0
268.6800231933594,54306795520.0
268.7303466796875,42490699776.0
268.8310241699219,43320496128.0
268.88134765625,43993493504.0
268.931640625,44922912768.0
268.9819641113281,42673426432.0
269.03228759765625,39170056192.0
269.08258056640625,25581664256.0
269.13287353515625,22658719744.0
269.18316650390625,49919131648.0
269.23345947265625,104708259840.0
269.28375244140625,192447299584.0
269.3340148925781,275645071360.0
269.38427734375,223551356928.0
269.4345703125,91818721280.0
269.4848327636719,49714769920.0
269.5853271484375,63832502272.0
269.6355895996094,68749434880.0
269.6858215332031,72330338304.0
269.736083984375,75363672064.0
269.78631591796875,75142184960.0
269.8365478515625,88219017216.0
269.8867492675781,65673850880.0
269.9369812011719,51566743552.0
269.9872131347656,38869291008.0
270.03741455078125,29760755712.0
270.0876159667969,28014624768.0
270.1378173828125,33302632448.0
270.1880187988281,41819414528.0
270.2381896972656,50462314496.0
270.28839111328125,50855743488.0
270.33856201171875,47918239744.0
270.38873291015625,100574896128.0
270.48907470703125,230173540352.0
270.53924560546875,145278107648.0
270.58941650390625,63086608384.0
270.6395568847656,68797505536.0
270.689697265625,95461400576.0
270.7398376464844,127853543424.0
270.8401184082031,65380331520.0
270.8902282714844,57590321152.0
270.990478515625,79731302400.0
271.04058837890625,63046529024.0
271.0906982421875,42533163008.0
271.14080810546875,50694004736.0
271.19091796875,103956193280.0
271.2409973144531,166772047872.0
271.29107666015625,179759759360.0
271.3411865234375,110765621248.0
271.3912658691406,103189708800.0
271.4413146972656,231246102528.0
271.49139404296875,422135332864.0
271.5414733886719,462926741504.0
271.5915222167969,247896850432.0
271.6415710449219,134097190912.0
271.6916198730469,149971959808.0
271.7416687011719,125052182528.0
271.7917175292969,58533457920.0
271.89178466796875,205681524736.0
271.9418029785156,361289809920.0
271.9918212890625,422868353024.0
272.0418395996094,278097231872.0
272.09185791015625,154071760896.0
272.1418762207031,176632266752.0
272.1918640136719,184041979904.0
272.2418518066406,91922980864.0
272.2918395996094,35634249728.0
272.3418273925781,48590958592.0
272.3918151855469,68996595712.0
272.4418029785156,96605388800.0
272.49176025390625,81276747776.0
272.541748046875,78369841152.0
272.5917053222656,82399477760.0
272.64166259765625,49137766400.0
272.6916198730469,90374553600.0
272.7415771484375,263887978496.0
272.79150390625,506932625408.0
272.8414611816406,602751500288.0
272.8913879394531,330296754176.0
272.9413146972656,65842638848.0
272.9912414550781,17480935424.0
273.0411682128906,20896669696.0
273.091064453125,70426509312.0
273.1409912109375,133289795584.0
273.1908874511719,103140311040.0
273.24078369140625,23736780800.0
273.2906799316406,3927208960.0
273.340576171875,28374552576.0
273.39044189453125,84247781376.0
273.4403381347656,113751769088.0
273.4902038574219,75308187648.0
273.5400695800781,39543726080.0
273.5899353027344,56849952768.0
273.6398010253906,98175254528.0
273.6896667480469,196373413888.0
273.7395324707031,373042118656.0
273.78936767578125,474665222144.0
273.8392028808594,329471819776.0
273.8890380859375,272692527104.0
273.9388732910156,772085645312.0
274.0385437011719,2176530382848.0
274.0883483886719,1282231107584.0
274.1381530761719,299243405312.0
274.1879577636719,118362710016.0
274.2377624511719,193356546048.0
274.2875671386719,431015559168.0
274.3373718261719,870700154880.0
274.4867248535156,352624377856.0
274.5364990234375,164708155392.0
274.5862731933594,235473944576.0
274.6360168457031,735489490944.0
274.685791015625,1837947944960.0
274.73553466796875,2773023195136.0
274.7852783203125,2311805468672.0
274.83502197265625,1077210513408.0
274.884765625,672680706048.0
274.9842529296875,2950697320448.0
275.0339660644531,2880724795392.0
275.08367919921875,1289855434752.0
275.1334228515625,366760099840.0
275.1831359863281,172306333696.0
275.2328186035156,129601953792.0
275.28253173828125,158011457536.0
275.33221435546875,347542814720.0
275.3819274902344,601955958784.0
275.4316101074219,603017248768.0
275.4812927246094,332550045696.0
275.5309753417969,440969953280.0
275.58062744140625,1358505050112.0
275.6799621582031,2271003803648.0
275.7296447753906,872175632384.0
275.779296875,186315030528.0
275.8289489746094,70509305856.0
275.8785705566406,31008204800.0
275.92822265625,9415970816.0
275.97784423828125,7092673024.0
276.0274963378906,196206800.0
276.0771179199219,-8261093376.0
276.1267395019531,-6280670720.0
276.1763610839844,25000472576.0
276.2259521484375,95958515712.0
276.27557373046875,131917103104.0
276.3251647949219,81906597888.0
276.374755859375,19116990464.0
276.4243469238281,-3263461632.0
276.47393798828125,-2571319040.0
276.5235290527344,-6170556928.0
276.5730895996094,2673652224.0
276.6226806640625,-2486470400.0
276.6722412109375,36320583680.0
276.7218017578125,146525175808.0
276.7713623046875,431346810880.0
276.8209228515625,672780124160.0
276.8704528808594,486673514496.0
276.9200134277344,185016188928.0
276.96954345703125,153962807296.0
277.0190734863281,136421752832.0
277.068603515625,57835454464.0
277.1181335449219,9877182464.0
277.1676330566406,-4107464448.0
277.2171630859375,4895049216.0
277.26666259765625,2409514752.0
277.316162109375,22797292.0
277.3656921386719,-4303136256.0
277.4151611328125,-19271247872.0
277.46466064453125,-90498368.0
277.51416015625,8305645056.0
277.5636291503906,19583795200.0
277.61309814453125,18502176768.0
277.6625671386719,43045457920.0
277.7120361328125,112550109184.0
277.7615051269531,143091843072.0
277.86041259765625,154594230272.0
277.90985107421875,225529610240.0
277.9593200683594,331517984768.0
278.05816650390625,538818183168.0
278.10760498046875,326072467456.0
278.1570129394531,163786784768.0
278.2064514160156,161497645056.0
278.255859375,149267070976.0
278.3052673339844,142951514112.0
278.35467529296875,240409182208.0
278.4040832519531,392799223808.0
278.4534606933594,406847913984.0
278.55224609375,156999057408.0
278.60162353515625,180507394048.0
278.6510009765625,156732964864.0
278.70037841796875,125177225216.0
278.7497253417969,127131328512.0
278.7991027832031,168387379200.0
278.84844970703125,276555104256.0
278.8977966308594,333380878336.0
278.9471435546875,282451345408.0
278.9964904785156,305530142720.0
279.1445007324219,3113290563584.0
279.1938171386719,2662118195200.0
279.2431335449219,1190553976832.0
279.2924499511719,631124131840.0
279.3417663574219,577379106816.0
279.4896545410156,1577835954176.0
279.5389404296875,4284988260352.0
279.5882263183594,11137609367552.0
279.63751220703125,14489617432576.0
279.686767578125,8039207272448.0
279.7360534667969,2662079135744.0
279.7853088378906,2167978721280.0
279.8345642089844,4339377635328.0
279.8838195800781,5954424274944.0
279.9330749511719,3746835464192.0
279.9823303222656,1430495428608.0
280.03155517578125,816195764224.0
280.080810546875,678574620672.0
280.1300354003906,716566757376.0
280.17926025390625,884411727872.0
280.2284851074219,1544350990336.0
280.2777099609375,4701324574720.0
280.326904296875,10144706461696.0
280.3761291503906,9135672262656.0
280.4253234863281,3300300685312.0
280.4745178222656,968788606976.0
280.5237121582031,569159778304.0
280.5729064941406,437290598400.0
280.6221008300781,352552288256.0
280.6712646484375,291800088576.0
280.720458984375,261829312512.0
280.7696228027344,243960217600.0
280.8679504394531,181476753408.0
280.9171142578125,168491778048.0
281.015380859375,166686081024.0
281.0645446777344,162531950592.0
281.1136779785156,155220557824.0
281.1628112792969,144858349568.0
281.2119445800781,126365532160.0
281.26104736328125,127663022080.0
281.3101806640625,130208661504.0
281.3592834472656,160827392000.0
281.40838623046875,203527241728.0
281.4574890136719,152178769920.0
281.506591796875,95704981504.0
281.5556945800781,91094392832.0
281.6047668457031,109553696768.0
281.65386962890625,170620387328.0
281.70294189453125,247565303808.0
281.75201416015625,199221362688.0
281.80108642578125,124365004800.0
281.85015869140625,104071847936.0
281.8992004394531,91942002688.0
281.9482727050781,75188002816.0
281.997314453125,63269642240.0
282.0463562011719,54589976576.0
282.09539794921875,48975122432.0
282.1444396972656,46466764800.0
282.1934814453125,47466758144.0
282.24249267578125,51820388352.0
282.2915344238281,57412407296.0
282.3405456542969,62203023360.0
282.3895568847656,71990542336.0
282.4385681152344,53670813696.0
282.487548828125,34895851520.0
282.5855407714844,52659507200.0
282.6345520019531,76341272576.0
282.7325134277344,42037510144.0
282.781494140625,39060389888.0
282.8304443359375,62954254336.0
282.8794250488281,83056844800.0
282.9283752441406,92375474176.0
282.9773254394531,61770989568.0
283.0262756347656,36592803840.0
283.0752258300781,31926962176.0
283.1241760253906,58882338816.0
283.173095703125,108163309568.0
283.2220458984375,200546746368.0
283.2709655761719,183523983360.0
283.31988525390625,118892462080.0
283.3688049316406,72123842560.0
283.417724609375,47212969984.0
283.46661376953125,44098035712.0
283.5155334472656,45777584128.0
283.5644226074219,83990806528.0
283.6133117675781,205484802048.0
283.6622009277344,267775279104.0
283.7110900878906,219087618048.0
283.7599792480469,215619272704.0
283.808837890625,198460260352.0
283.85772705078125,184434409472.0
283.9065856933594,142632779776.0
283.9554443359375,107616403456.0
284.0043029785156,128535986176.0
284.1508483886719,204932972544.0
284.1996765136719,112933224448.0
284.2485046386719,78890639360.0
284.2973327636719,58334056448.0
284.3461608886719,61796671488.0
284.3949890136719,115294863360.0
284.4925842285156,82969116672.0
284.5414123535156,42715742208.0
284.5902099609375,57479262208.0
284.63897705078125,83724165120.0
284.6877746582031,68156882944.0
284.736572265625,37377073152.0
284.78533935546875,39626858496.0
284.8341064453125,70479069184.0
284.8829040527344,124558516224.0
284.9316711425781,120553422848.0
285.0291748046875,109376004096.0
285.0779113769531,120305057792.0
285.1266784667969,118539821056.0
285.1754150390625,264037072896.0
285.2241516113281,1162464854016.0
285.3216247558594,2572466520064.0
285.3703308105469,693919285248.0
285.4190673828125,173083557888.0
285.4677734375,89905176576.0
285.5164794921875,66672058368.0
285.565185546875,64625238016.0
285.6138916015625,95293136896.0
285.6625671386719,121021972480.0
285.7112731933594,105563643904.0
285.75994873046875,106323861504.0
285.8086242675781,96775315456.0
285.8572998046875,100759977984.0
285.9059753417969,147425951744.0
285.95465087890625,102379020288.0
286.0032958984375,26328410112.0
286.0519714355469,-794072128.0
286.1006164550781,-4628098048.0
286.1492614746094,1506563200.0
286.1979064941406,3404719360.0
286.2465515136719,7428161536.0
286.295166015625,10540081152.0
286.34381103515625,18788882432.0
286.3924255371094,5507145216.0
286.4410400390625,3382319360.0
286.4896545410156,1319684736.0
286.53826904296875,-435691488.0
286.5868835449219,-2588126208.0
286.6354675292969,-5080720896.0
286.68408203125,-7150077952.0
286.732666015625,-8346035712.0
286.78125,-9666339840.0
286.829833984375,-11184558080.0
286.87841796875,-11327644672.0
286.9269714355469,-9694362624.0
286.9755554199219,-7551862784.0
287.02410888671875,-6406882816.0
287.0726623535156,-7108150784.0
287.1212158203125,-9182679040.0
287.1697692871094,-10361756672.0
287.21832275390625,-9150099456.0
287.266845703125,-10750183424.0
287.3639221191406,21264189440.0
287.4124450683594,48705974272.0
287.4609680175781,11079247872.0
287.50946044921875,-17498138624.0
287.5579833984375,-15708164096.0
287.6064758300781,-5647280640.0
287.6549987792969,-5493917696.0
287.7034912109375,-6052283904.0
287.7519836425781,-7795870208.0
287.80047607421875,-9829016576.0
287.84893798828125,-11481218048.0
287.8974304199219,-12211931136.0
287.9458923339844,-18183669760.0
287.9943542480469,-73083088.0
288.0428161621094,18064850944.0
288.0912780761719,61327036416.0
288.1397399902344,314972864512.0
288.1882019042969,1482960928768.0
288.23663330078125,2784304300032.0
288.2850646972656,1575160119296.0
288.33349609375,314570899456.0
288.3819274902344,141406109696.0
288.43035888671875,166390218752.0
288.4787902832031,165158928384.0
288.5271911621094,97128284160.0
288.6240234375,26648576000.0
288.67242431640625,20156231680.0
288.7208251953125,25897508864.0
288.76922607421875,38752833536.0
288.8175964355469,7360432128.0
288.8659973144531,20181420032.0
288.91436767578125,22188097536.0
288.9627380371094,27606843392.0
289.0111083984375,38935384064.0
289.0594787597656,27705139200.0
289.1078186035156,24619976704.0
289.4945373535156,57569005568.0
289.5428466796875,98481733632.0
289.5911560058594,146419302400.0
289.63946533203125,151077502976.0
289.6877746582031,146746703872.0
289.736083984375,151521230848.0
289.78436279296875,168713076736.0
289.8326721191406,146976178176.0
289.8809509277344,110274232320.0
289.9292297363281,99691470848.0
289.9775085449219,102886973440.0
290.0257568359375,96125902848.0
290.07403564453125,88074141696.0
290.1222839355469,78445182976.0
290.1705627441406,70706388992.0
290.21881103515625,66992840704.0
290.2670593261719,66368823296.0
290.3153076171875,66902659072.0
290.363525390625,68223250432.0
290.4117736816406,71823441920.0
290.4599914550781,78904606720.0
290.5082092285156,89995567104.0
290.5564270019531,111001141248.0
290.6046447753906,105067053056.0
290.6528625488281,106694606848.0
290.7010803222656,104543420416.0
290.749267578125,101873876992.0
290.7974548339844,99800358912.0
290.8938293457031,95549521920.0
290.9420166015625,92785000448.0
290.9902038574219,91286347776.0
291.0383605957031,91628412928.0
291.0865478515625,93656236032.0
291.182861328125,103765917696.0
291.23101806640625,111314911232.0
291.2791442871094,130688663552.0
291.3273010253906,112182026240.0
291.423583984375,102244155392.0
291.4717102050781,100829175808.0
291.51983642578125,103700668416.0
291.5679626464844,108763103232.0
291.6160583496094,113030627328.0
291.6641845703125,115759906816.0
291.7122802734375,119187972096.0
291.7603759765625,125150773248.0
291.8084716796875,133168513024.0
291.8565673828125,152666587136.0
291.9046630859375,129538703360.0
291.9527587890625,122656882688.0
292.0008239746094,117760679936.0
292.04888916015625,118420316160.0
292.0969543457031,121930924032.0
292.14501953125,125134864384.0
292.1930847167969,126465081344.0
292.2891845703125,124997361664.0
292.3372497558594,127026601984.0
292.3852844238281,132628037632.0
292.4333190917969,149007384576.0
292.4813537597656,144448241664.0
292.5293884277344,129696169984.0
292.577392578125,113515339776.0
292.6734313964844,161623670784.0
292.721435546875,241704501248.0
292.7694396972656,226149253120.0
292.81744384765625,181617721344.0
292.8654479980469,280244453376.0
292.9134216308594,622321991680.0
292.96142578125,840111816704.0
293.0093994140625,539367669760.0
293.057373046875,258005499904.0
293.1053466796875,162242248704.0
293.1532897949219,140450906112.0
293.2012634277344,139977342976.0
293.2492370605469,119875985408.0
293.29718017578125,117253619712.0
293.3451232910156,165208915968.0
293.39306640625,191404998656.0
293.4410095214844,147357007872.0
293.4889221191406,118696853504.0
293.536865234375,127763095552.0
293.58477783203125,152153686016.0
293.6327209472656,264943960064.0
293.6806335449219,714001416192.0
293.7285461425781,1401694191616.0
293.77642822265625,1241917423616.0
293.8243408203125,591340896256.0
293.8722229003906,290305736704.0
293.9201354980469,211323158528.0
293.968017578125,255992709120.0
294.0158996582031,274477907968.0
294.06378173828125,181277507584.0
294.11163330078125,113338966016.0
294.1595153808594,101400756224.0
294.2073669433594,112852680704.0
294.2552490234375,119581220864.0
294.3031005859375,101072330752.0
294.3509521484375,83942924288.0
294.3987731933594,82750742528.0
294.4466247558594,107763056640.0
294.4944763183594,190685560832.0
294.54229736328125,193875132416.0
294.5901184082031,128414425088.0
294.637939453125,87487332352.0
294.6857604980469,69088002048.0
294.73358154296875,71184416768.0
294.7813720703125,136276254720.0
294.8291931152344,305117888512.0
294.8769836425781,336499015680.0
294.9247741699219,239764717568.0
294.9725646972656,302634500096.0
295.0203552246094,282567409664.0
295.068115234375,138402611200.0
295.11590576171875,83297837056.0
295.1636657714844,83558367232.0
295.21142578125,88078835712.0
295.30694580078125,54770647040.0
295.3547058105469,53395550208.0
295.4024658203125,109924007936.0
295.4501953125,205797867520.0
295.4979248046875,180051509248.0
295.5456848144531,90892591104.0
295.5934143066406,53263962112.0
295.64111328125,42997002240.0
295.6888427734375,48167878656.0
295.736572265625,52269047808.0
295.7842712402344,82122956800.0
295.8796691894531,64157335552.0
295.9273681640625,64556646400.0
295.9750671386719,90401177600.0
296.0227355957031,118162563072.0
296.0704345703125,121882034176.0
296.165771484375,50090594304.0
296.21343994140625,42119041024.0
296.2611083984375,24141725696.0
296.30877685546875,26077018112.0
296.3564147949219,19316330496.0
